reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A2Z8KJ8PWP42HQ,B007WTAJTO,Technocrat,"[0, 0]","Bought this for Galaxy S3, worked like a charm for 3 months & then I started getting error messages on phone stating the card has been taken out or that it is not there, went on like this for a week or so & then one day gone. Initially I thought it was problem with phone. Popped in a 2Gb card from BB & it worked. Popped this one into the BB & same, no detection. After spending so much on an SD card its disappointing to see it go bust outside of return period.",1,Failed after 3 months on Galaxy S3,1364083200,3/24/2013,624,0,0
A3MG4K76YKZB1T,B007WTAJTO,"Technologies8 ""(Ceterum autem censeo Carthagi...","[0, 0]","Used for a digital camera card.Read speeds tested acceptable on a laptop using the adapter (11mb/s)WRITE speeds were atrocious reading 1mb/s to 512kb/s.The write speeds are not good for a card that needs to write files such as pictures or hd video.I have taken a few photos and tested the video, Perhaps the camera is capable of using this card at a better rated speed than the laptop and adapter",3,"Slow write on laptop, seems ok on camera",1385164800,11/23/2013,380,0,0
A2EWUO507BECUT,B007WTAJTO,"Tech Savvy ""Tech Savvy""","[0, 0]",Works fine with photo shooting and video recording in EOS camera with the SD adapter. Perfect for tablet and phone memory.,4,Good card as advertised,1376956800,8/20/2013,475,0,0
A2O4EDUJ1DDP66,B007WTAJTO,"Terrence K. Wraight ""gadgethound""","[0, 0]","Sometimes when the price is too low you get less than you paid for. My suspicions were deepened when the package arrived with generic packaging, not the brand label of &#34;SanDisk Ultra.&#34; Nevertheless, I am satisfied with the product. It works fine. Sure beats the price Walmart was charging for a 64 GB micro SD card.",4,I was suspicious with such a low price,1389052800,7/1/2014,160,0,0
A30FLJDFNPDWWK,B007WTAJTO,T. Funk,"[0, 0]","Its just amazing the amount of storage you can get in the size of a pinky nail.  I have this mounted to my phone filled with music, documents, pictures and all of my mobile phone records and messages from the past 3 phones.  Still have plenty of room left and no issues.",4,bigger and bigger,1377302400,8/24/2013,471,0,0
A3FHDPDFFJNJX6,B007WTAJTO,The Brady Report,"[0, 0]",Bought this for my Samsung Galaxy Note II.  I started having all kinds of issues with recording photos and movies to the card.  It would look like it worked and then when I'd go back to review the photos or movies they were corrupted.  I see other people having the same issue with these cards.  Lost memories - bad card...,1,Doesn't work anymore,1383091200,10/30/2013,404,0,0
A1IU16AXR1QCVJ,B007WTAJTO,"The Carfanman ""Be more concerned with your ch...","[0, 0]",I am only giving this product 3 stars becuse I purchased this one as a replacement for a SanDisk micro SD card that kept having problems with.  I finally got tired of losing my data and ponied up the $20 odd dollars to just replace the darn thing.,3,So so quality at a cheap price.,1383523200,4/11/2013,606,0,0
AGR1V15L6FLMA,B007WTAJTO,The Goat,"[0, 0]","I have not had many problems with what I have bought over the years, but when I do I will make sure to warn others. I loaded a handful of videos from my PC and then installed this in my Android tablet for a trip. Corrupted. Nothing worked and sometimes it can be seen, other times it doesn't even show up. The tablet wants to format it, which it has never been able to do successfully, and needless to say it is too small to even be a paperweight. The SD adapter that it came with was also junk and upon the first time I went to use it, it simply didn't feel right--- so I used my trusty Lexar micro SD to USB that came with my Lexar 32gb micro SD card.I would have expected more and unfortunately as it stands many people have success with them working and equally those that do not. I have even formatted it to see if it made any difference and there was none. And of course my window of return is gone so unless the seller stands behind it--- it is going in the trash. I knew I should have gone with what I had purchased before as I have three of them working perfectly for over a year. Moreover what is even a bigger disappointment is that our camera that uses a standard SD card and it is a no-name with no identifying marks---- has worked for two years without a problem.I do know problems arise, but..... when the cost of a product goes up and up and the quality control goes down--- I am not going to be the one accepting those terms. If you're looking for a good card, search Amazon for this one: LSDMI32GBSBNAR. This is the Lexar and I have thousands of pictures, video clips, and it has even endured three updates to my phone--- plus I carry my phone everyday so it is subject to everyday life all the time, it has been tough stuff.",1,One word: Junk,1369267200,5/23/2013,564,0,0
AK6AKMA3147X0,B007WTAJTO,The Lor **,"[0, 0]","This product sucks.  My phone keeps giving me a ""card removed"" please re-insert or something like that! Only to find out that they do have that problem (32gb sd's and higher micro sd card ultra class 10).  Complained to company and it's taking forever for them to ship me a new one.  Many mistakes happened with my new items and inconvenient.  Better to have just returned it with ""Amazon"" got the money back and bought a different one!!!  Company sucks! you would think Sandisk is a reputable name but "":$)($)(*. I bought 2 cards from them 32g and 64g and both have problems.",3,Don't buy Sandisk!!! (32g-64g),1368662400,5/16/2013,571,0,0
A1MNOWQ6Y92O1Y,B007WTAJTO,The sensei,"[0, 0]",Always have multiple shots at your dataI lost some photos due to a corrupt cardI used this for my phoneThe company did replace my card with no problemsBeen working great for the past few months,4,Nice card,1369699200,5/28/2013,559,0,0
A17INQNCZ1HMHL,B007WTAJTO,TheSnowman,"[1, 1]","Works great in my Samsung S4 phone. Being class ten it is designed to write quickly, but somehow my phone's internal storage is faster: minus one star.I have been using this for about a month with zero data loss or other problems.",4,Good memory card,1385683200,11/29/2013,374,1,1
A2BBZEFTMJ61N9,B007WTAJTO,Thor Sparks,"[0, 0]",Worked once I was able to find a system to format it.Second card from SanDisk that was sent to me unformatted.They need to get their act together...,2,Meh,1361664000,2/24/2013,652,0,0
A2UY3K9AVPRIRQ,B007WTAJTO,tim dunn,"[0, 0]","Storage prices will always go down (though I won't say at what rate over what interval of time, a la Moore's Law - I'm not that smart.) At the time I purchased it, it was a very good price for this amount of memory.  In a year's time, it will probably be a laughably expensive sum for a pittance of storage.  Oh, well.With it in my phone, I don't have to worry about the number of photos or the duration of video I take.",4,"Large Capacity, Medium Wallet Hit",1389830400,1/16/2014,326,0,0
A2POOY3D45I7JR,B007WTAJTO,Tim Gladding,"[1, 2]","Picked this up on sale.. doesn't work, only shows up as a 1MB (yes, Megabyte) card that I can'd do anything with.  I already threw away the original packaging too.  I'm sure returning it is going to be a huge PITA because of that.UPDATE: After writing this (albeit, short) review I found this is not uncommon.  I also found that this card was deliberately crippled despite the product description saying ""The SanDisk Ultra microSDXC UHS-I Card works with any microSDXC compatible device.""  That was all the motivation I needed to process a return on it rather than having it replaced.",1,Doesn't work.,1352764800,11/13/2012,755,1,2
A2AF4ZAORAOI04,B007WTAJTO,Tim ha,"[1, 1]","There is a speed penalty if exfat is used as oppose to NTFS.Using ATTO and formatted as exfat:read speed = ~45MBswrite speed = ~15MBsUsing ATTO and formatted as NTFS:read speed = ~45MBswrite speed = ~17MBsWith exfat, the write speed actually fluctuates as the transfer size increases.  But using NTFS, the speed are consistent.Tested on Lenovo T530 using built in SD card reader.",4,Decent speed for the card this size,1398384000,4/25/2014,227,1,1
A2N33H4VCFTWKV,B007WTAJTO,Tim,"[0, 0]",Got a defective memory card.  Showed only 1 GB instead of the 64 GB.  Returned it for a replacement and never got the replacement!  Got my money back and went to Walmart.,2,SanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with Adapter,1378857600,11/9/2013,394,0,0
A22HWJ00KP6ED6,B007WTAJTO,Timothy S.,"[0, 0]","Worked immediately after I inserted.29.71 GB recognized, doesn't really bug me but I wish I got the full 32.",4,Works,1388966400,6/1/2014,190,0,0
AONIU5DJ067QI,B007WTAJTO,T. Lund,"[0, 0]",I use these in my Logitech Alert cameras which are outside in the elements. These perform better and more importantly last longer than other cards do.,4,Great for use in a video camera,1388275200,12/29/2013,344,0,0
A24Q80R2AB3EO,B007WTAJTO,T. Narayanan,"[0, 0]","Within an hour of using the memory card, it failed and died. it kept saying &#34;Memory error.&#34;I could never get my dashcam camera to record anything. I went to our walmart and got me just MicroSD not Ultra. It has been working all day so far.That's right. There is no way to tell what you are getting online is OEM or knock offs. When the price is too good to be true, it probably is - made and distributed by Mofia. LOL.Although the package arrived on time, I will never buy this product online or from this seller on Amazon. Waste of money.",1,Don't Buy This CR*P,1359331200,1/28/2013,679,0,0
AA2DMBVTV1QRE,B007WTAJTO,tntgdh,"[4, 13]","Beware guys. i bought one of these from Superior Electronics Outlet and it arrived completly dead. i tried to format it on windows and on my galaxy s3 and no go.I tried everything that possible ....have been fighting with this card for 3 days now, and no success so far. No response from the seller about it.My last hope is amazon refund me. otherwise  i just wasted 80 U$",1,Worst mistake i ever made....,1345075200,8/16/2012,844,4,13
A1AJNCIA88AL70,B007WTAJTO,Todd W. Rittenhouse,"[1, 1]","I bought this for a Galaxy Note 8.0, and while it functions properly, it is completely useless for my tablet. I can't put movies or books on it, because they are streamed from Google Play, and i can't put apps on it because that is not allowed. Why do they put a $&@?!$@& micro sd slot on a tablet that can't use it for anything but backups- backups i might add that are already in the cloud. Amazon did a great job delivering it, which was a bright spot in the realization that i spent 25 dollars on a chip that is going to do a better job cleaning the dirt out of my grout than helping the memory on my tablet.",3,Holy Crap!,1375488000,3/8/2013,640,1,1
A1C00XXCYWEKK1,B007WTAJTO,Tombo,"[1, 1]","I bought the SanDisk 32 Gb micro SD card (class 10) in Dec for a new Galaxy S3. I used it for songs and video and pics. It started acting flaky in April and would unmount itself and then remount and I had problems with playing music. Then it completely died and would not even reformat. This is a known issue, and I will write back after I try to get SanDisk to replace it.",1,Sandisk micro SD failure in Galaxy S3,1368144000,10/5/2013,429,1,1
A1PPMB99YNFPRH,B007WTAJTO,Tom Dowd,"[1, 2]","Monday, November 26, 2012I put this in the Galaxy S3 without formatting, restarted the phone and it showed 59.4g GB of space.  I transferred all the files from the old 16 GB card and then moved all my music to the card with the phone connected to my computer by the USB cord.  Still lots of space left and the various music players seem to see all the music.Tuesday, November 27, 2012The card didn't show up on the phone this afternoon.  No message, just no songs to play and no card according to everything I could check on the phone.  I restarted the phone and got a notification that the SD card was corrupt, needed formatting and that I would loose all data on the card.  I restarted the phone again, without formatting, and the card came up like it had never been missing.  I am writing this on Thursday, 11/29 and I have not had another issue with the card.December 6Well, I don't know what to think.  The card disappeared again and I reformatted it FAT32 in an attempt to fix the problem.  The whole point of getting this large card was to have my music on my phone and not have to stream it from the cloud.  I tried several music players and went with PowerAmp because of the good reviews and that I could specify the folder to play from.  So PowerAmp is looking for the folder /mnt/extSdCard/Music and playing the songs in all the subfolders.  It is PowerAmp that tells me that folder is not available.The card has gone missing one other time and restarting the phone fixed the problem.Today, PowerAmp would not play and when I got home I found the Music folder was gone.  I also had Ringtones folder and it was also gone.  Now, I may not be the sharpest saw in the shed, but I know I did not delete those folders.  The card had other folders but not those two so it had not been reformatted.I am starting to think the problem is with the Galaxy S3.  I had a 16 GB FAT32 card in this phone that had been in my previous HTC phone.  That card was not large enough to held my music so I don't know if it was disappearing or not.  I wish this combination of phone and 64GB card was more reliable but just don't know where the problem lies.I lowered the stars from 4 to 3 but I really don't know if the problem is with the card, the phone or both.  All I know is that they do not seem to be playing well together.December 7There was a notification on the phone this morning that the SD card was corrupted and needed to be formatted.  I restarted the phone several times and got the notification each time.  I reformatted the SD card using the phone, a step I don't think I have tried yet.December 8Another MINOR problem I have is that the message counter gets stuck on 1 when I have no new messages.  The only fix I have found is to restart the phone.  That happened this morning and I got the corrupted card message again, but restarted again and the card came up OK.December 11So, the files on the card keep disappearing.  The card is mounted and the phone shows the correct free memory but PowerAmp, and file directory programs do not see any files on the card.  I restart the phone and the files come back.  Very strange.  I played music on and off all day today without a problem and then this evening all the files disappeared again. Restarted the phone and all is well again.December 15My phone upgraded to 4.1.1 yesterday and the same issues remain.  It is a crap shoot as to if music will play.  I take a lot of photos and use the service Zenfolio to store and display them.  I have an app that syncs with Zenfolio and keeps a phone size version of the photos on my phone.  I set this app to store the photos on the Samsung SD card and have similar issues with it when the data on the phone goes away.  This morning the SD card came up as corrupt again after a restart to get the data back.  It took a total of 3 restarts to get the music and photos back.December 18I have been trying to play music stored on this card today and my phone has reset several times.  Very frustrating.  I ordered a SanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFP today for about $25.00 and I'll see if I have the same issues.  Very disappointing.December 28I purchased and installed theSanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFPand copied all the files from the 64GB card to the new 32GB card.  No formatting, no fuss, no muss.  I have not had a phone reset since, have played music through Bluetooth for hours in the car, have viewed photos.  Everything just works.  Half the memory but what I have is always available and the phone works, a good trade off.  I am still disappointed that the 64GB did not work with the SG3.  I have purchased aelago Mobile Nano II USB 2.0 microSDHC Flash Memory Card Reader (Black)to use the 64GB MicroSDHC card as a thumb drive.",2,Did not work as external memory for Samsung Galaxy S 3,1354147200,11/29/2012,739,1,2
A1W41I7MW62L9R,B007WTAJTO,"Tom Funkte ""Tom A.Funke""","[0, 0]","Using this in my Samsung G3 cell phone as a memory card and expansion. it works ok for now, allthough not the card but the phone itself does have a slight issue with reading massive sd cards at this high compacity. I hope that samsung will release a software or firmware update to resolve the issue with reading the card on boot up of the phone sometimes. I have found that simply restarting the phone usually resolves the issue with reading the card. or any other error messages. Overall minus the slight issues it works great.",4,San Disk 64 GB micro sd card,1363824000,3/21/2013,627,0,0
AI8SRHWKRHMEF,B007WTAJTO,"Tom ""Happily Retired in LA""","[0, 0]",I bought a new Samsung Galaxy Note 2 phone and needed an expansion card to boost up the memory for photos and music.  This is the cheapest 32Gb card I could find.  Works well.,4,Good price,1360368000,9/2/2013,462,0,0
A37JYON6897Q2Y,B007WTAJTO,Tom,"[0, 0]","When I bought this a year ago, I had problems with it working properly in my Sprint E4GT (Galaxy SII).  The card kept waking up the phone to be read, over and over.  SanDisk acknowledged this problem in &#34;some&#34; android devices and shipped me a new card once I returned this one to them.  The new card still had the same problem, so I gave up.  The card is fast, and I got a good deal on the price, so I am pretty disappointed about it.",3,May not work well in your android device,1385856000,1/12/2013,695,0,0
A1WTQUOQ4WG9AI,B007WTAJTO,"Tom Henriksen ""Doggy Diner""","[82, 109]","Hi:I ordered two card and they arrived the next day, even faster than Prime. Unfortunatey, this 64gb MicroSD card is designed to only work with ex-fat. If you're an ex-fat fan and don't ever plan to change, this is the card for you. I've been able to take all of the previous 64gb MicroSD cards I've ordered, put them in an adapter and format them in my Windows 7 desktop. I'm a NTSF fan and find it to be much more stable in tablets.With other cards that aren't intentionally crippled, I can format the card to NTSF on Monday, ex-fat on Tuesday, Fat32 on Wednesday. It's ex-fat or the highway for SanDisk.You can use EaseUS Partition Master to format the card to Fat32 for devices such as cameras and mp3 players and many, many, many others that don't support ex-fat. That being said, you only get one shot. Once it's formatted into Fat32, attempting to format back to Exfat or NTSF hoses the card. I couldn't reformat to NTSF no matter what I tried. Once again, don't bother trying to format in your computer, ex-fat is the only choice.Any card that needs a special utility to format to anything other than ex-fat shouldn't be supported. Don't buy it! It's designed to fail.Shame on you Sandisk!Update 9/24/12:***************************I spoke with Sandisk technical support and they confirmed that Sandisk Ultra 64gb MicroSd cards are not compatible with Android 4.0 and above. This would be for Class 10, SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-064G-U46A as well as SanDisk 64GB Mobile Ultra MicroSDXC Class 10 UHS-1 30MB/s Memory Card with SD Adapter (NEW VERSION) - Retail Packaging with Komputerbay SDXC USB Reader.I did not have any success formatting the class 10 card with EaseUS Partition Master. SanDisk recommended the free utility, HPUSBDISK.exe and I successfully downloaded it from Softpedia. I was  unable to format the card with NTSF but successfully converted one of the cards to Fat32 for a friend who wants to use it in a SanDisk mp3 player, that of course is not compatible with ex-fat.Acting on Sandisk advice I am returning the unopened class ten cards with the KomputerBay reader. I spoke with a patient and gracious tier-one tech support person and the party line seems be that consumers only use MicroSD cards in phones. I don't know what they're thinking: cameras, mp3 players, tablets, adapters and so on. Anyway it's a known issue.I can confirm that the class 6  64gb MicroSD card can be formatted in Windows7 back and forth to most any format so after returning four class 10 cards, I'm back to class six.It's still unconscionable to deliberately design these cards to be incompatible. I hope SanDisk will come up with a solution or recall the cards. Buyer beware.Update: 9/29/12**********************I received my two replacement class 6, 64gb MicroSD cards and it took less than five minutes to open the horrible packaging and to perform a quick format to NTSF. Done!I gave my friend the Class 10 64gb MicroSD card formatted into Fat32 by HPUSBDISK.EXE and he couldn't read it on his computer. As it turns out, the class 10 cards are not only incompatible with most devices bur also with most usb card readers.  Another trip across town.I can confirm that the IOGEAR SD/MicroSD/MMC Card Reader/Writer GFR204SD (Green/Gray) selling on Amazon for $6.99 works. So after countless hours of wasted effort, my friend has a card formatted to Fat32 that works with a SanDisk mp3 player.Once again, SanDisk has admitted that these cards are not compatible with Androd 4.0 or above, that being 100% of Android tablets and a majority of Android phones. These cards are intentionally crippled by design.To quote a friend:""Per the SDHC standard, the format is FAT32. SDXC (64 GB and larger) the spec calls for exFAT. Microsoft has limited the OS to only format larger cards as exFAT and will not allow FAT32. Also, seems they have found a way to also block NTFS. Thus far, very few Android devices can read exFAT because they refuse to pay M$ for licensing of the exFAT file system. ""To all masochists out there--buy this card. To everyone else--unsafe at any speed.",1,Designed incompatibility/Don't support SanDisk,1348272000,9/22/2012,807,82,109
A2N0FEWI94BMMD,B007WTAJTO,TomiKang,"[0, 0]","I thought every app could be transferred into the sd card but no. The description said that I would speed up the device a little but I think it got slower, I have samsung device and its not faster at all and not improving it also. I love this sd card I realy do RECOMMEND IT. But there are some pitty partsnto it. Still love it~~",3,Very nice,1382054400,10/18/2013,416,0,0
A2WFL2IOR50KCZ,B007WTAJTO,Tom Me,"[0, 0]",This does not lock in perfectly into a Surface 2. It locks in but you have to force it. Other than that it gives you about 59gb once installed.,4,This does not lock in perfectly into a Surface 2 ...,1404172800,1/7/2014,335,0,0
A21V240TAUTCTL,B007WTAJTO,"Tommy ""Some Days You're The Dog ; Some Days Y...","[0, 1]","I ordered two 32GB and two 64Gb versions of these memory cards (but I can write only one review per Amazon). Two 32GB cards went into a camera and a cell phone which only accept up to 32GB cards -- and one 64GB card went into my Samsung Galaxy S3 cell phone. The second 64GB card's a spare.The Galaxy S3 phone accepted the 64GB MicroSD card with no problems -- except for the fact that my Galaxy S3 only recognizes 59.7GB of the 64GB MicroSD card. I have no idea why it does that and why I lost over 5GB of an empty MicroSD card but I'm okay with that -- I guess. 60GB's is still plenty. The transfers of music, videos, and pictures between the phone's internal 16GB memory and the 64GB MicroSD card is wayyy faster than the old SanDisk 16GB MicroSD card that was in there. The same noticeably faster speeds between my desktop computer and the 64GB MicroSD card were also smile inspiring.As for the SanDisk MicroSD cards -- they work great and seem to operate pretty darn fast. They're definitely faster than the old 16GB SanDisk MicroSD cards I had installed in my camera and cell phone(s).Now -- as for the shipping -- dismal! I ordered two 32GB along with two 64GB MicroSD cards on August 21 during an Amazon Gold Box sale. According to the tracking feature they didn't even transmit the shipping info to the carrier (USPS) until August 31. All four were shipped together. I didn't receive them until September 6 -- a full 16 days after I ordered. A little over two weeks for four tiny items that were indicated on the Amazon page as being -- ""In Stock. Ships from and sold by Amazon.com"" -- at the time of purchase. They also shipped all four tiny MicroSD card packages in a way over-sized box which the USPS couldn't fit into the mailbox so I had to make a cross-town trip to the US Post Office and stand in a very long and slow moving line to pick up the box. They could have all four EASILY fit in one small envelope. Even a small padded envelope. I left packaging feedback on that already.This is the 3rd straight time that Amazon shipping was horrible over the last several months -- and that is why the 2-star rating. This is not the Amazon shipping that I remember.",2,Horrible Shipping,1347062400,8/9/2012,851,0,1
A19PU25XXOA33T,B007WTAJTO,Tony,"[0, 0]",Had to give it 4 stars because when formatted it only provides 28GB.  Not as clean as I would have expected a SanDisk product to be.  Especially a Class 10 product.,4,Needs better QC,1404777600,8/7/2014,123,0,0
A1G512WJAXJ4L5,B007WTAJTO,Tony,"[0, 0]",This may be the worst memory card I've ever purchased - and I have bought a lot of card over the years - wish I had just stuck with my ADATA cardsFirst issue - I lost a bunch of photos - they just did not exist at all - it was as if I never took them  - but since there was a large gap in the file names I know for sure I didOf 200 photos taken about 40 in the middle just disappearedi could not even recover them using a deep scan toolI've been shooting digital since the mid 90s and this is the first time anything like this has ever happenedThen there is the cheesy SD adapter - the switch was so loose it switched to locked while I was taking pictures.Luckily the camera warned me that the card was read only - after having already taken a bunch of shots that has saved without issueFinally I figured I could just use these in my Samsung phones - no such luck - the second I put them in and took a photo I got an error that it could not right to the card and I could no longer see the 8gig of photos that were on itYes this may be a know issue with the cards - I see a review mentioned that - and I see that SanDisk will replace them - but they cannot replace the photos I lost - so keep that in mind when considering this card - I will,1,Cheap adapter and lost photos,1402790400,6/15/2014,176,0,0
A3U0H36O6J4IJV,B007WTAJTO,"Topo Gigio ""TG""","[0, 0]",I just installed it and working OK so far,4,Four Stars,1404345600,3/7/2014,276,0,0
ASVMB71AFFK4A,B007WTAJTO,trainersteven,"[0, 0]","Great Card but poor packaging don't understand why these manufactures seem to think that putting all this plastic wrap all over the cards is good, anyway the card is high quality sturdy and quick to save and pull information from on my wife's Samsung Galaxy S3",4,Great Card,1350000000,12/10/2012,728,0,0
A1CZBXHHEEM3CC,B007WTAJTO,Travis,"[0, 0]","I was really excited to get this because I hadn't changed my MicroSD card in my phone since I got the original droid.  I was so excited to see how much faster the write/read speeds would be.It worked great at first but then my phone started to tell me that it was unrecognizable and it kept ejecting it. I thought maybe it was a formatting issue so I reformatted it from my phone (Galaxy S4) but it just did the same thing.After a week of this I was very irritated and decided to give up and just return it and get another one. I was scared that it would do the same thing because many other people had issues with these cards in the galaxy's.To my surprise the new 32GB card that amazon sent back to me has been working great where as the other one would have been ejecting every other hour.I am really happy with amazon and their return policy. It was very fast and easy, I can honestly say I've never returned something so fast and so easy, they literally sent it next day delivery and at no cost to me.The only reason I gave it one star off is because I had to return the first one, other than that the product has been great so farI am extremely happy with amazon's service.As far as the SD card I'd definitely get another one if it worked like the one I have now.",4,"Got it for my phone, but the first one that was sent didn't work",1372377600,6/28/2013,528,0,0
A2BN19H1URX10C,B007WTAJTO,TR from WA,"[0, 0]","As others have found, these cards do not last. Mine died in less than 2 months. Lost several photos that I had not backed up yet. The warranty replacement died within 3 months.Go with another brand. I've been using a Kingston and so far, 9 months later, still working.",1,Stopped working within 2 months,1388188800,12/28/2013,345,0,0
A3UBFIZWLK674O,B007WTAJTO,"Trip ""SC""","[0, 0]","So far it has worked very well, stores more that I need which is a great feature. Another nice feature is the red paint, really, I drop these little cards and the all black version are often hard to find, the red is easy to spot, now if it only glowed in the dark..lol",4,"Scandisk 64 class 10, great for long movie takes and tons of photos",1384041600,10/11/2013,423,0,0
A369BU62O5EGDT,B007WTAJTO,Troy  N.Stennett,"[0, 0]","I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",3,SanDisk Ultra 64 GB microSDXC Class 10,1387670400,12/22/2013,351,0,0
A1V8T8HC23ISKH,B007WTAJTO,"T. Shepp ""TWS""","[0, 0]","There are plenty of these on the market, but SanDIsk is a brand I trust, great size, and a really good value.",4,works great,1376956800,8/20/2013,475,0,0
AVKEG8729JQLD,B007WTAJTO,Tunia,"[1, 1]","Started acting erratically after about a month, it's now been a little over a month and all my files are gone. Not all of them were able to be backed up. I hope I can get at least the pictures back. Glad the S4 backs up photos automatically...",1,Died right after return window,1374796800,7/26/2013,500,1,1
A1BZ0FGOGO5G35,B007WTAJTO,Tyler S.,"[0, 0]",I got this SD card for my android tablet. My only complaint is after the tablet installed its file system my computers would no longer recognize the SD card. Still love it.,4,Great item,1395100800,3/18/2014,265,0,0
A2AC68C4B88P6U,B007WTAJTO,"V. Alapati ""venkata""","[0, 0]",my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,3,not something that i thought of.,1375660800,5/8/2013,579,0,0
A2L8FUCG0CYD4H,B007WTAJTO,vato,"[0, 0]","this item works great but maybe a better price would be better, I use it on my phones works great",4,good deal,1374364800,7/21/2013,505,0,0
AIGKP8O35C6NK,B007WTAJTO,"V. Ebbinghaus ""lilpcsister""","[0, 0]",seems to work good in my gopro  have only had it a few days and if i have problems with it in coming months i will update this.. for not.. it works...,3,does the trick,1397952000,4/20/2014,232,0,0
A12Y5ZX3L3N4VQ,B007WTAJTO,Venatius,"[0, 0]","I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",3,May be unreliable,1355270400,12/12/2012,726,0,0
A754L99D7YXTH,B007WTAJTO,Veronica,"[0, 0]","This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",3,Does the job,1390176000,1/20/2014,322,0,0
A1II1343KW7I05,B007WTAJTO,Vicente Santorsola,"[0, 0]","Acquired this card a month ago for use in my phone Samsung Galaxy S4 and only have taken issues with it.The micro sd card is really bad, the camera takes a long time to be ready and repeatedly resets the phone. Absolutely not recommend it in my previous phone (S3) used a micro sd card 32GB Samsung brand and never had problems with it.To correct the problem of instability recommend formatting the card, I did and the problem remains the same.Live outside the U.S. and I must acquire excellent quality products because the cost of returning it exceeds the cost of the product.Next time buy a card SAMSUNG brand that never gave me problems.",1,Very bad card,1370217600,3/6/2013,642,0,0
A3KF3RWPANR3FI,B007WTAJTO,vic,"[0, 0]",For this capacity and price you can't go wrong.  I'm not sure what class this is but they recommend higher class for video. I would recommend this product. Good luck,4,murr-murr-eee card,1379635200,9/20/2013,444,0,0
AYIALD5O0YM9Q,B007WTAJTO,videowatcher,"[1, 2]","I installed this card in a Nook Tablet and attempted to transfer videos to the card from my Windows xp computer - - some transferred okay, others not. Thinking the card was defective I bought another one (same card type) and installed it with the same result. I have had no problems transferring videos to this card from my Windows 7 computer.",4,Compatibility problem with nook tablet and xp operating system,1372032000,6/24/2013,532,1,2
A59DOB4UY2K9T,B007WTAJTO,villapoo,"[2, 2]","Bought this for Samsung Galaxy S3 in Fall 2012 and that card works perfectly to this day.  Bought the same card in May 2013 for Galaxy S4 and it continuously mounts and unmounts.  Sometimes it is not even recognized by S4 or PC.  Amazon is awesome and pre-shipped a replacement.  It did the same thing, though.  According to Cnet, Sandisk acknowledged a &#34;manufacturing problem&#34; with these cards back in January 2013.  Said it was fixed, but the bad cards must still be sitting in warehouses.  Returned both and ordered Samsung's 64gb micro sdxc card.  $12 more and slightly slower read/write specs, but works perfectly in S4 and I can't tell the difference in its speeds compared to the Sandisk that works in my S3.",3,Awesome when not defective,1368403200,5/13/2013,574,2,2
A2X6PICHHEG86Z,B007WTAJTO,Vincent So,"[0, 0]",with the black friday discount the price is great. i got free shipping by bundling other items to meet (over $35) free shipping. comes in sandisk package so it is nice to know it is not a black market knockoff. i bought 2 of these babies.,4,best price i could find,1386115200,4/12/2013,605,0,0
A1UVZTJ62GOLL5,B007WTAJTO,Vlad,"[0, 0]",It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,3,16mbts\sec,1385078400,11/22/2013,381,0,0
A1YZX5TOUWYOTR,B007WTAJTO,Vlado,"[3, 5]","32 gb card is unredable...tablet cant read it, camera cant read it... Unable to format it... And  i dont havve 20 words...I have 30$ less...",1,not working!,1348012800,9/19/2012,810,3,5
A1OF8VLGFF2P1W,B007WTAJTO,V. Lease,"[0, 0]",I bought this card for my Samsung Galaxy S3.  Unfortunately it failed after 4 months.  I contacted SanDisk and they promptly sent me another.  It has been going strong for 6 months.,3,Failed after 4 months but was quickly replaced by SanDisk,1386547200,9/12/2013,452,0,0
A3SRDVCD2ATIIS,B007WTAJTO,Voltaire,"[0, 0]","I don't get too worked up about memory cards, usually try to buy at least class 10. I am sure this is a fine card, just the one I purchased was defective.  Replaced it with another brand, not wanting to try twice.",3,Mine was defective,1388534400,1/1/2014,341,0,0
